,NAME,B15003_001E,B15003_002E,B15003_003E,B15003_004E,B15003_005E,B15003_006E,B15003_008E,B15003_009E,B15003_010E,B15003_011E,B15003_012E,B15003_013E,B15003_014E,B15003_015E,B15003_016E,B15003_017E,B15003_018E,B15003_019E,B15003_020E,B15003_021E,B15003_022E,B15003_023E,B15003_024E,B15003_025E,B01001_001E,B01001_002E,B01001_005E,B01001_006E,B01001_007E,B01001_026E,B01001_029E,B01001_030E,B01001_031E,state,zip code tabulation area
624,ZCTA5 13062,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,8,0,0,41,17,0,9,0,24,0,0,0,36,13062
625,ZCTA5 13076,1717,42,10,0,0,0,0,0,0,0,69,51,33,0,18,692,216,151,138,166,82,49,0,0,2397,1257,137,48,0,1140,56,74,8,36,13076
626,ZCTA5 13092,1833,9,0,0,0,0,0,10,0,3,27,63,27,90,29,600,155,127,167,214,199,86,7,20,2626,1369,76,40,23,1257,155,45,4,36,13092
627,ZCTA5 13104,11007,80,0,0,0,0,29,0,0,10,0,5,21,21,119,1409,179,448,944,971,3186,2044,940,575,16052,8227,639,369,165,7825,576,272,144,36,13104
628,ZCTA5 13124,64,0,0,0,0,0,0,0,0,0,0,0,0,1,4,35,2,5,2,3,7,5,0,0,83,48,4,3,0,35,0,0,0,36,13124
629,ZCTA5 13144,1029,7,0,0,0,0,0,0,0,10,51,14,6,41,63,262,117,48,134,109,130,27,10,0,1774,898,77,28,41,876,90,80,28,36,13144
630,ZCTA5 13147,758,3,0,0,0,0,0,9,20,15,48,17,23,12,28,191,49,49,75,113,59,44,0,3,1104,583,28,26,34,521,21,14,14,36,13147
631,ZCTA5 13152,6139,19,0,0,0,0,0,0,0,13,25,9,19,12,22,846,135,207,652,731,1655,1248,346,200,8025,3909,282,171,44,4116,282,196,44,36,13152
632,ZCTA5 13158,1142,8,0,0,0,0,0,2,0,2,2,17,44,44,14,344,78,64,133,125,171,77,14,3,1569,813,47,35,14,756,27,40,11,36,13158
633,ZCTA5 13159,3676,32,0,0,0,0,0,10,3,0,22,16,65,52,24,700,141,240,364,501,884,466,103,53,5290,2683,190,167,47,2607,181,190,58,36,13159
634,ZCTA5 13165,7519,81,1,0,0,0,0,9,7,11,250,139,148,129,123,2501,374,515,824,1153,724,408,65,46,10376,4856,216,216,109,5520,444,163,78,36,13165
635,ZCTA5 13203,11248,305,0,7,0,20,8,48,138,44,230,286,476,397,309,2269,635,624,1581,1047,1482,946,250,146,16513,7788,540,376,152,8725,598,379,170,36,13203
636,ZCTA5 13215,10283,103,0,0,0,0,0,0,0,0,71,90,49,173,128,1413,167,549,1227,1231,2903,1685,411,77,14952,6992,411,197,328,7960,520,391,323,36,13215
637,ZCTA5 13301,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,25,0,52,19,8,0,168,103,12,0,0,65,0,0,0,36,13301
638,ZCTA5 13310,473,0,0,0,0,0,0,0,0,0,16,0,0,11,16,99,36,30,31,79,105,50,0,0,553,282,0,0,0,271,16,0,0,36,13310
639,ZCTA5 13316,4661,54,0,2,0,0,0,0,0,22,36,47,109,92,66,1811,236,225,468,575,527,372,19,0,6000,2785,91,127,70,3215,153,120,27,36,13316
640,ZCTA5 13318,982,5,0,0,0,0,0,0,0,0,14,8,12,21,7,453,64,53,78,79,133,55,0,0,1443,729,22,81,7,714,43,48,8,36,13318
641,ZCTA5 13331,133,0,0,0,0,0,0,0,0,0,0,0,0,0,7,26,0,7,8,20,40,13,12,0,133,78,0,0,0,55,0,0,0,36,13331
642,ZCTA5 13332,1904,15,2,0,0,0,0,0,2,0,45,21,54,44,20,601,57,64,250,278,236,163,47,5,2782,1329,94,51,12,1453,102,53,11,36,13332
643,ZCTA5 13335,925,12,0,0,0,0,0,0,0,0,34,9,26,0,3,280,39,65,82,156,142,57,16,4,1370,738,52,22,50,632,38,11,10,36,13335
644,ZCTA5 13343,1290,12,0,0,0,0,0,0,0,4,4,3,36,28,19,533,103,70,127,121,124,90,13,3,1675,866,30,14,19,809,71,23,13,36,13343
645,ZCTA5 13350,7302,142,0,0,0,0,32,0,3,12,109,144,173,187,114,2178,464,773,804,917,713,441,80,16,9786,4823,241,89,271,4963,334,50,133,36,13350
646,ZCTA5 13360,114,0,0,0,0,0,0,0,0,0,0,0,0,15,0,15,3,23,3,5,45,4,1,0,133,87,0,0,0,46,7,3,0,36,13360
647,ZCTA5 13491,2496,33,0,0,5,0,0,14,0,0,49,8,65,87,58,831,137,167,245,302,321,141,29,4,3606,1820,89,52,48,1786,114,88,63,36,13491
648,ZCTA5 13475,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,2,16,6,6,0,0,10,0,3,0,36,13475
649,ZCTA5 13486,700,0,0,0,0,0,0,0,0,0,0,24,8,23,16,246,25,50,105,94,75,19,9,6,937,481,32,26,0,456,9,15,9,36,13486
650,ZCTA5 13490,1165,0,0,0,0,0,0,0,0,0,0,0,15,0,0,247,46,65,296,154,181,118,0,43,1753,959,102,103,14,794,54,53,22,36,13490
651,ZCTA5 13495,1363,14,0,0,0,0,0,0,0,0,0,38,10,3,12,363,81,123,197,234,187,91,0,10,2059,1085,111,52,36,974,62,29,0,36,13495
652,ZCTA5 13613,1849,13,0,0,0,0,0,0,0,0,17,40,67,27,36,968,102,79,125,153,121,82,6,13,2708,1363,43,76,17,1345,109,21,12,36,13613
653,ZCTA5 12941,984,2,0,0,5,0,0,0,0,2,6,0,3,10,4,218,46,54,98,140,191,154,27,24,1242,623,38,48,14,619,19,5,9,36,12941
654,ZCTA5 12115,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,9,18,0,8,9,61,35,0,0,0,26,0,0,0,36,12115
655,ZCTA5 12187,376,0,0,0,0,0,0,0,0,0,5,0,0,0,18,99,7,13,101,31,39,61,0,2,513,281,23,10,11,232,3,12,5,36,12187
656,ZCTA5 12309,20984,47,0,0,0,0,0,21,28,0,19,31,62,98,107,3006,524,873,1470,2543,5537,4205,1072,1273,30007,14608,884,813,295,15399,972,720,149,36,12309
657,ZCTA5 12515,1126,17,0,0,0,0,0,0,0,0,16,12,0,36,22,470,46,74,60,41,219,105,0,8,1453,816,8,53,22,637,40,34,31,36,12515
658,ZCTA5 12726,912,5,0,0,0,0,0,0,0,0,15,0,0,5,28,247,46,51,142,86,146,95,33,13,1222,621,4,0,0,601,18,32,0,36,12726
659,ZCTA5 12033,5823,63,0,0,0,4,0,0,0,0,0,3,57,81,23,1301,145,434,771,998,1055,609,212,67,7906,3852,292,133,87,4054,165,52,130,36,12033
660,ZCTA5 12019,10627,31,13,0,0,0,0,0,9,0,0,7,27,26,34,1796,139,451,915,1439,3047,1963,340,390,14456,7038,355,251,45,7418,499,297,193,36,12019
661,ZCTA5 12022,506,0,0,0,0,0,0,0,0,12,21,0,24,6,0,144,6,14,61,76,66,46,14,16,612,307,0,0,0,305,6,15,0,36,12022
662,ZCTA5 12043,4961,49,0,0,0,0,0,2,0,3,65,73,64,129,51,1305,249,368,511,684,805,458,82,63,8129,4004,146,142,487,4125,232,163,444,36,12043
663,ZCTA5 12060,1168,12,0,0,0,0,0,0,10,0,0,10,6,18,0,213,26,73,172,185,164,167,51,61,1414,690,20,21,25,724,50,24,4,36,12060
664,ZCTA5 12065,30257,133,29,0,0,0,0,0,59,10,87,78,284,249,259,4650,755,1866,3099,3364,8392,5184,852,892,42701,21256,1359,878,412,21445,1096,770,449,36,12065
665,ZCTA5 12083,2721,1,0,0,0,0,0,0,12,0,9,43,71,0,16,811,69,209,180,545,444,240,54,17,3939,2025,235,91,43,1914,189,115,17,36,12083
666,ZCTA5 12116,1377,6,0,0,0,0,0,0,0,17,5,26,41,22,0,384,85,59,184,188,205,121,34,0,1712,775,39,9,31,937,65,9,4,36,12116
667,ZCTA5 12809,2751,55,0,0,0,0,6,0,0,0,48,40,105,37,36,897,82,187,286,407,310,227,5,23,3612,1708,52,88,23,1904,69,119,12,36,12809
668,ZCTA5 12831,11099,132,0,0,0,0,0,0,0,13,105,86,94,182,123,2648,434,740,1117,1290,2317,1641,94,83,16517,8108,487,333,118,8409,527,230,167,36,12831
669,ZCTA5 12833,3107,19,0,0,0,0,0,0,3,9,42,0,197,88,27,850,104,126,331,227,599,388,17,80,4134,2091,220,25,107,2043,83,150,0,36,12833
670,ZCTA5 12958,1490,49,0,0,0,0,0,0,0,58,60,17,0,0,14,643,65,0,174,134,194,66,16,0,1881,921,115,36,50,960,58,15,0,36,12958
671,ZCTA5 12017,335,0,0,0,0,0,0,0,0,0,0,0,10,5,4,99,3,25,32,28,76,43,7,3,403,224,0,16,0,179,11,0,0,36,12017
672,ZCTA5 12023,1479,0,0,0,0,0,0,0,0,0,0,7,54,30,26,446,30,132,163,136,257,145,28,25,2187,1092,75,73,49,1095,36,72,69,36,12023
673,ZCTA5 12029,872,0,0,0,0,0,0,0,2,0,0,7,17,0,19,188,40,33,107,60,173,148,33,45,1156,652,73,67,36,504,24,0,4,36,12029
674,ZCTA5 12042,183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,28,27,0,45,24,18,0,0,225,138,0,0,9,87,0,0,0,36,12042
675,ZCTA5 12045,384,0,0,0,0,0,0,0,0,0,0,0,0,35,0,167,0,4,113,50,15,0,0,0,506,288,9,10,0,218,0,19,0,36,12045
676,ZCTA5 12066,1283,5,0,0,0,0,0,0,0,2,5,26,14,7,9,464,33,156,192,169,149,34,10,7,1623,817,52,10,22,806,30,40,1,36,12066
677,ZCTA5 12077,4595,39,0,0,0,0,0,0,0,0,27,49,0,0,35,543,46,261,277,560,1193,950,361,254,6745,3138,235,188,95,3607,183,252,114,36,12077
678,ZCTA5 12078,16674,305,0,0,1,0,0,3,30,30,168,416,628,483,461,5129,1251,1010,2138,2155,1151,1136,107,72,23419,11863,593,353,349,11556,689,527,273,36,12078
679,ZCTA5 12084,3407,9,0,0,0,0,0,0,2,0,0,13,0,25,9,330,96,129,269,470,966,870,92,127,5005,2510,139,59,16,2495,159,36,38,36,12084
680,ZCTA5 12086,1224,4,0,0,0,0,0,0,0,0,0,10,17,0,7,292,44,44,199,308,151,111,13,8,1453,710,12,41,4,743,33,15,0,36,12086
681,ZCTA5 14732,131,0,0,0,0,0,0,0,0,0,4,0,4,4,0,70,21,10,6,8,4,0,0,0,154,81,4,7,0,73,0,0,0,36,14732
682,ZCTA5 14742,297,0,0,0,0,0,0,0,6,0,9,0,0,0,0,86,28,17,83,28,20,20,0,0,313,150,0,0,0,163,0,0,0,36,14742
683,ZCTA5 14752,206,8,0,0,0,0,0,0,0,0,30,26,0,0,0,9,0,8,25,0,15,68,0,17,345,154,0,0,0,191,0,0,0,36,14752
684,ZCTA5 14756,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,10,0,0,0,0,28,18,0,0,0,10,0,0,0,36,14756
685,ZCTA5 14774,31,0,0,0,0,0,0,0,0,0,1,0,0,2,0,12,0,0,5,9,2,0,0,0,55,37,5,0,0,18,2,0,0,36,14774
686,ZCTA5 14778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1354,711,0,12,447,643,0,9,382,36,14778
687,ZCTA5 14788,39,9,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,26,0,0,0,0,44,31,0,4,1,13,0,0,0,36,14788
688,ZCTA5 14827,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,36,0,36,33,0,0,0,186,84,0,0,0,102,0,0,0,36,14827
689,ZCTA5 14853,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,2656,1287,0,11,893,1369,0,11,936,36,14853
690,ZCTA5 14854,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,12,0,0,0,0,12,0,0,0,36,14854
691,ZCTA5 14856,130,0,0,0,0,0,0,0,0,0,0,0,0,0,27,30,0,0,31,42,0,0,0,0,300,76,0,0,0,224,0,0,0,36,14856
692,ZCTA5 14893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,14893
693,ZCTA5 14032,5941,67,0,0,0,0,0,15,0,0,8,29,43,11,38,850,65,221,592,650,1678,1148,347,179,9083,4559,475,244,102,4524,451,117,34,36,14032
694,ZCTA5 14134,71,0,0,0,0,0,0,0,0,0,0,0,0,5,0,12,10,4,14,9,10,7,0,0,111,45,0,0,0,66,4,13,4,36,14134
695,ZCTA5 11576,8847,33,0,0,0,0,0,15,9,0,46,24,19,14,32,779,29,174,699,307,2907,1780,1713,267,12374,5863,477,187,90,6511,458,266,151,36,11576
696,ZCTA5 11580,30459,868,23,0,0,0,17,85,408,96,257,347,180,303,714,5936,853,1429,4164,3011,7071,3739,721,213,42990,20254,1472,1052,404,22736,964,1095,364,36,11580
697,ZCTA5 11598,8475,150,0,0,0,0,41,16,12,23,29,14,33,36,38,1038,125,303,839,370,2153,1995,1023,237,14066,7160,654,220,227,6906,575,270,144,36,11598
698,ZCTA5 11706,43921,1647,0,10,0,164,236,510,461,301,469,401,676,996,1289,11488,1937,2684,5307,3621,6243,3697,1159,365,68401,33998,3065,1045,908,34403,2372,1310,970,36,11706
699,ZCTA5 11757,31877,516,0,0,0,0,0,271,180,62,105,372,241,464,576,10590,748,1978,4246,3642,4768,2740,244,117,44368,22122,1028,1046,612,22246,1350,684,424,36,11757
700,ZCTA5 11764,8246,30,0,0,0,0,0,0,24,0,0,33,0,28,78,1462,152,613,975,733,1974,1663,175,306,12981,6622,657,298,285,6359,599,423,198,36,11764
701,ZCTA5 11770,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,10,10,9,11,0,0,56,36,0,0,1,20,0,1,0,36,11770
702,ZCTA5 11788,11930,124,7,0,0,0,17,0,14,7,1,82,18,75,211,2581,311,705,1451,843,3137,1805,411,130,16583,8502,535,508,313,8081,379,224,202,36,11788
703,ZCTA5 11791,17371,123,0,0,0,0,53,0,95,38,102,53,5,22,161,1874,130,560,1389,1079,5918,3590,1705,451,26135,13163,1339,897,327,12972,1130,627,230,36,11791
704,ZCTA5 11796,2874,34,0,0,0,0,0,0,5,31,18,10,34,71,36,792,71,148,269,250,542,482,48,33,4160,1954,149,52,49,2206,134,137,67,36,11796
705,ZCTA5 11942,3536,0,0,0,0,0,0,0,45,0,71,0,93,5,32,776,86,208,523,310,625,548,191,23,5174,2291,188,93,40,2883,304,194,146,36,11942
706,ZCTA5 11947,335,16,0,0,0,0,0,0,0,0,0,0,0,0,0,100,20,0,0,60,139,0,0,0,486,170,0,0,0,316,0,0,51,36,11947
707,ZCTA5 11003,31015,652,0,82,9,70,69,247,205,111,278,252,184,311,698,7555,1140,1077,5071,3311,6437,2548,338,148,44572,21992,1274,910,706,22580,1565,957,485,36,11003
708,ZCTA5 11021,13587,252,9,7,0,10,0,15,55,67,19,51,99,51,75,1694,272,294,1052,582,4172,2648,1558,589,18245,8389,674,357,85,9856,390,340,120,36,11021
709,ZCTA5 12108,353,64,0,0,0,0,0,0,0,0,0,0,3,12,130,82,1,6,14,33,4,4,0,0,393,286,5,5,0,107,5,3,11,36,12108
710,ZCTA5 12117,2378,12,0,0,0,0,0,0,0,8,17,18,48,86,22,739,115,164,251,391,307,158,38,4,3133,1465,114,18,9,1668,162,70,12,36,12117
711,ZCTA5 12122,3376,74,0,0,0,0,0,3,0,3,28,23,84,82,53,1025,177,275,431,415,467,178,27,31,4170,2122,88,40,40,2048,88,85,31,36,12122
712,ZCTA5 12123,4015,0,0,0,0,0,0,0,0,8,27,5,36,60,79,943,133,286,529,553,838,380,94,44,5398,2923,155,54,24,2475,127,28,55,36,12123
713,ZCTA5 12148,3164,49,0,0,0,0,0,0,23,0,35,0,1,0,43,336,65,166,286,355,841,672,134,158,4333,2144,156,77,58,2189,119,165,43,36,12148
714,ZCTA5 12153,751,0,0,0,0,0,0,0,0,0,0,7,16,6,0,245,16,26,132,96,115,73,0,19,993,576,16,13,9,417,33,17,0,36,12153
715,ZCTA5 12156,627,0,0,0,0,0,0,0,0,0,0,0,0,10,0,68,6,56,146,130,110,101,0,0,1053,618,95,99,13,435,89,23,0,36,12156
716,ZCTA5 12158,4708,0,0,0,0,0,0,0,0,0,0,34,88,57,24,1336,191,363,553,618,660,539,126,119,6945,3522,350,99,42,3423,279,124,34,36,12158
717,ZCTA5 12173,1425,8,0,0,0,0,0,0,0,0,10,9,22,15,24,385,77,114,206,194,229,94,18,20,1999,1043,52,36,43,956,27,0,0,36,12173
718,ZCTA5 12720,117,0,0,0,0,0,0,0,7,0,0,0,0,42,0,42,0,0,0,0,26,0,0,0,158,73,13,0,0,85,0,10,0,36,12720
719,ZCTA5 12752,191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,5,4,30,50,3,15,0,2,270,162,0,16,0,108,3,0,0,36,12752
720,ZCTA5 12763,390,0,0,0,0,0,0,0,0,0,4,0,0,4,0,112,30,3,78,62,59,18,16,4,628,298,26,0,8,330,57,26,19,36,12763
721,ZCTA5 12768,630,0,0,0,0,0,0,0,0,0,0,0,26,0,18,180,35,8,71,118,120,54,0,0,867,335,22,10,13,532,10,18,0,36,12768
722,ZCTA5 12770,189,0,0,0,0,0,0,0,0,0,0,5,0,0,0,77,5,17,19,41,8,17,0,0,246,132,0,0,0,114,0,12,0,36,12770
723,ZCTA5 12808,249,3,0,0,0,0,0,0,0,0,0,11,3,0,0,57,4,28,40,25,32,33,7,6,269,154,6,0,0,115,0,3,0,36,12808
724,ZCTA5 12810,532,10,0,0,0,0,0,0,0,0,19,8,15,15,13,175,33,30,104,47,41,22,0,0,671,322,10,6,2,349,8,16,0,36,12810
725,ZCTA5 12814,1106,0,0,0,0,0,0,8,0,6,20,9,9,19,8,288,34,58,141,157,199,124,13,13,1284,657,0,7,0,627,5,7,7,36,12814
726,ZCTA5 12819,201,0,0,0,0,0,0,0,0,0,0,7,3,9,4,74,7,1,31,11,34,20,0,0,269,159,6,2,7,110,2,3,3,36,12819
727,ZCTA5 12824,820,0,0,0,0,0,0,0,0,0,19,25,0,0,0,150,16,81,102,45,252,93,37,0,1036,591,15,20,18,445,23,0,19,36,12824
728,ZCTA5 12836,475,2,0,0,0,0,0,0,0,0,6,2,16,9,7,127,19,49,49,53,80,37,13,6,582,284,4,5,2,298,11,8,0,36,12836
729,ZCTA5 12843,402,8,0,0,0,0,0,0,0,14,8,10,10,10,0,149,19,22,39,31,52,18,0,12,547,295,21,0,0,252,13,0,0,36,12843
730,ZCTA5 12844,191,1,0,0,0,0,0,0,0,0,0,0,0,0,2,8,18,0,15,16,54,62,1,14,250,140,5,0,6,110,5,2,5,36,12844
731,ZCTA5 12849,262,11,0,0,0,0,0,0,0,53,2,0,0,0,16,82,49,19,30,0,0,0,0,0,297,173,0,0,0,124,16,0,0,36,12849
732,ZCTA5 12857,491,3,0,0,0,0,0,0,0,0,16,14,7,9,8,114,32,25,32,88,52,80,4,7,685,359,20,50,9,326,45,12,0,36,12857
733,ZCTA5 12859,1671,6,0,0,0,0,0,0,0,0,0,74,64,54,0,608,34,117,188,151,196,122,41,16,2617,1238,101,80,33,1379,91,108,0,36,12859
734,ZCTA5 12861,462,3,0,0,0,0,0,0,0,0,2,0,14,6,5,114,14,39,106,58,58,33,10,0,627,336,19,9,12,291,23,26,0,36,12861
735,ZCTA5 12873,658,6,0,0,0,0,0,0,0,0,5,6,12,3,11,183,24,44,84,54,166,60,0,0,863,455,34,19,19,408,4,0,17,36,12873
736,ZCTA5 12883,3516,34,0,0,0,0,0,0,14,42,10,64,108,17,36,1126,198,206,537,575,338,164,14,33,4845,2280,159,19,23,2565,85,145,47,36,12883
737,ZCTA5 12901,20798,256,0,0,0,0,18,8,55,117,381,319,445,634,265,5443,1428,1063,2273,2058,2938,2296,506,269,33312,16046,807,373,982,17266,828,443,1654,36,12901
738,ZCTA5 12910,1504,18,0,0,0,0,0,0,0,7,40,40,52,83,9,553,242,49,177,76,97,53,5,0,2183,1391,102,50,5,792,126,21,5,36,12910
739,ZCTA5 12927,236,5,0,0,0,0,0,0,0,0,2,0,1,2,3,77,4,7,15,37,48,28,3,4,254,134,3,11,0,120,0,0,1,36,12927
740,ZCTA5 12928,1536,25,0,0,0,0,0,0,12,4,15,18,12,19,0,607,130,97,174,240,91,84,8,0,1988,1061,43,47,12,927,49,31,32,36,12928
741,ZCTA5 12935,1068,19,0,0,0,0,0,0,0,8,38,8,31,18,22,402,40,36,167,118,91,52,9,9,1551,735,92,22,32,816,36,13,26,36,12935
742,ZCTA5 12936,361,8,0,0,0,0,0,0,6,0,0,6,2,0,3,53,8,19,24,16,106,87,11,12,439,202,3,3,5,237,8,7,0,36,12936
743,ZCTA5 12959,1007,18,0,0,0,0,0,0,0,35,16,18,15,16,0,460,35,63,92,98,122,0,19,0,1454,610,0,16,54,844,59,75,0,36,12959
744,ZCTA5 12974,1226,6,0,0,0,0,0,0,10,0,44,12,31,8,6,403,60,84,143,159,156,92,12,0,1529,764,9,12,8,765,13,20,14,36,12974
745,ZCTA5 12979,1728,24,0,0,0,0,0,23,7,4,44,15,58,51,12,445,84,183,261,208,146,146,8,9,2356,1193,65,66,33,1163,70,23,6,36,12979
746,ZCTA5 12981,1757,0,0,0,0,0,0,20,0,3,22,14,17,79,11,645,120,111,178,215,139,133,15,35,2341,1176,29,42,5,1165,43,0,36,36,12981
747,ZCTA5 12992,2927,24,0,0,0,0,0,0,0,0,114,57,46,90,31,830,295,202,311,307,333,246,29,12,4197,2130,141,131,6,2067,81,93,38,36,12992
748,ZCTA5 12194,95,0,0,0,0,0,0,0,0,0,0,0,5,3,0,30,10,8,1,23,11,4,0,0,156,82,5,5,0,74,0,2,5,36,12194
749,ZCTA5 12303,19886,131,0,24,0,0,42,21,122,59,45,121,278,344,487,5161,1106,1736,1862,2806,3195,1803,232,283,28488,13881,982,525,356,14607,1115,663,390,36,12303
750,ZCTA5 12404,2483,42,0,0,0,0,0,0,0,0,0,14,54,64,68,629,134,97,229,183,496,413,18,42,3334,1587,60,77,7,1747,136,59,29,36,12404
751,ZCTA5 12409,588,9,0,0,0,0,0,0,0,0,10,0,0,3,0,33,0,14,45,78,204,119,50,23,703,337,0,13,0,366,36,9,0,36,12409
752,ZCTA5 12414,7644,242,0,0,0,0,21,2,23,68,176,225,169,198,152,2202,738,412,534,820,931,518,135,64,9979,5177,320,123,64,4802,178,104,249,36,12414
753,ZCTA5 12211,8127,36,0,0,0,0,0,0,19,12,57,54,110,0,87,1487,171,252,773,743,1933,1639,411,343,10990,5427,330,161,155,5563,345,212,27,36,12211
754,ZCTA5 14859,704,11,0,0,0,0,0,0,0,0,6,17,44,39,12,224,61,76,78,67,40,25,0,4,984,476,11,16,4,508,57,18,11,36,14859
755,ZCTA5 14174,3920,25,0,0,0,0,0,0,32,0,6,12,22,31,41,853,202,300,444,485,833,458,106,70,5597,2976,221,94,103,2621,160,146,48,36,14174
756,ZCTA5 14113,378,0,0,0,3,0,0,0,1,0,0,0,3,3,8,108,26,36,69,67,27,27,0,0,455,213,3,5,0,242,13,27,3,36,14113
757,ZCTA5 14139,1571,0,0,0,0,0,0,0,0,0,0,0,16,0,31,326,119,70,171,322,351,124,0,41,2193,1202,50,28,2,991,77,52,24,36,14139
758,ZCTA5 14170,2026,7,0,0,0,0,0,0,0,0,0,0,23,8,15,673,75,94,237,373,292,142,78,9,2944,1322,23,53,19,1622,216,26,52,36,14170
759,ZCTA5 14218,12580,338,0,0,0,0,48,7,69,43,162,118,524,450,379,3684,690,657,1581,1652,1391,645,63,43,18952,9103,478,330,179,9849,485,429,175,36,14218
760,ZCTA5 14414,5133,21,0,0,0,0,0,0,37,6,0,15,65,51,35,1113,233,379,585,632,1080,578,151,149,7017,3534,249,92,48,3483,192,139,27,36,14414
761,ZCTA5 14415,124,0,0,0,0,0,0,0,0,0,10,14,2,0,0,32,28,11,4,23,0,0,0,0,183,91,2,0,0,92,20,0,2,36,14415
762,ZCTA5 14456,12369,163,0,0,0,24,0,14,27,94,114,159,140,245,142,3334,586,876,1305,1538,1800,1183,216,395,19473,9540,475,308,966,9933,438,320,689,36,14456
763,ZCTA5 14471,1789,15,0,0,0,0,0,0,0,0,15,6,23,65,20,395,76,101,351,200,349,158,3,12,2458,1266,59,28,4,1192,15,49,23,36,14471
764,ZCTA5 14481,1273,39,0,0,0,0,0,0,0,0,11,11,22,28,28,449,63,75,104,150,195,86,4,8,1699,869,61,34,30,830,96,20,3,36,14481
765,ZCTA5 14485,2780,25,0,0,0,0,0,0,0,0,0,49,46,54,13,516,112,177,397,468,546,285,58,34,4010,1979,65,53,168,2031,110,34,88,36,14485
766,ZCTA5 14512,3387,48,0,0,0,0,0,0,0,8,18,19,33,38,46,895,225,253,333,505,521,369,24,52,4418,2145,95,104,25,2273,99,114,25,36,14512
767,ZCTA5 14527,8829,4,0,0,0,0,23,6,15,5,875,77,113,158,74,2446,481,534,942,990,1095,782,81,85,12745,6007,330,269,85,6738,532,176,128,36,14527
768,ZCTA5 11103,28399,684,0,8,10,20,153,145,543,134,436,148,191,236,543,5353,580,620,1976,1576,9933,3929,752,385,35995,17629,660,247,196,18366,535,568,252,36,11103
769,ZCTA5 11209,50901,745,32,28,25,41,118,208,666,185,622,610,687,642,1106,8332,1121,1813,4900,2977,14725,7951,2368,959,67782,32378,1470,842,572,35404,1650,1088,555,36,11209
770,ZCTA5 11214,66115,3508,0,8,175,233,254,1145,2449,398,1534,1400,1157,939,2012,15618,1873,2030,5513,4931,13661,5681,775,474,92644,45848,2894,1587,839,46796,2143,1393,739,36,11214
771,ZCTA5 11220,63439,3957,11,78,314,457,763,1474,4465,973,1776,7652,1003,968,4620,12081,1413,1288,3495,2435,8652,3425,856,366,93170,46942,3225,1448,724,46228,2643,1579,853,36,11220
772,ZCTA5 11230,53863,2053,39,41,56,57,140,244,459,232,877,718,980,797,1885,10375,1263,1764,4732,4255,12532,7606,1856,757,86139,41724,3527,2109,912,44415,3134,1559,978,36,11230
773,ZCTA5 11355,61979,3954,22,79,164,272,92,436,3244,250,888,6637,612,416,1741,16731,1353,1407,4805,5502,7798,3250,1031,643,80987,38834,1705,1085,681,42153,1749,807,572,36,11355
774,ZCTA5 11377,64377,4295,28,43,11,75,238,483,956,198,1133,861,1283,1020,2030,20090,1450,1591,4700,4742,13208,4605,890,366,83825,42691,2090,1140,442,41134,1851,1090,666,36,11377
775,ZCTA5 11378,26607,741,11,5,33,20,45,114,225,80,418,273,298,442,643,8495,934,1080,2941,2583,4873,1817,328,87,38524,18712,1164,847,348,19812,1209,669,331,36,11378
776,ZCTA5 11411,15524,149,45,21,8,12,0,25,49,30,132,132,105,161,286,3377,591,894,2546,1576,3376,1667,213,104,20719,9657,608,286,134,11062,553,404,150,36,11411
777,ZCTA5 11416,17981,858,6,15,18,44,31,97,381,104,415,289,418,310,877,5239,1000,706,2039,1190,2786,865,135,80,26744,13419,973,510,436,13325,725,629,250,36,11416
778,ZCTA5 11423,21851,600,0,38,11,26,149,163,412,180,229,276,367,229,637,4466,1472,907,2991,1816,4746,1495,374,141,30104,14684,757,429,285,15420,818,504,329,36,11423
779,ZCTA5 11570,18838,131,0,0,0,0,18,39,24,59,89,147,110,303,101,2749,224,613,1722,1174,5896,3705,1381,353,27234,13193,1180,625,293,14041,803,734,325,36,11570
780,ZCTA5 11577,8679,146,0,0,0,0,3,8,39,10,32,11,27,30,126,845,79,115,680,485,3033,1553,1239,218,12513,5921,462,339,182,6592,464,338,76,36,11577
