,NAME,B15003_001E,B15003_002E,B15003_003E,B15003_004E,B15003_005E,B15003_006E,B15003_008E,B15003_009E,B15003_010E,B15003_011E,B15003_012E,B15003_013E,B15003_014E,B15003_015E,B15003_016E,B15003_017E,B15003_018E,B15003_019E,B15003_020E,B15003_021E,B15003_022E,B15003_023E,B15003_024E,B15003_025E,B01001_001E,B01001_002E,B01001_005E,B01001_006E,B01001_007E,B01001_026E,B01001_029E,B01001_030E,B01001_031E,state,zip code tabulation area
854,ZCTA5 14541,3120,20,0,0,0,0,4,6,0,37,209,126,300,308,24,509,493,118,298,260,224,134,25,25,4075,2874,90,49,36,1201,74,79,26,36,14541
855,ZCTA5 14544,1379,17,0,0,0,0,0,0,0,0,65,30,11,25,43,413,60,116,76,273,125,119,6,0,1954,965,71,33,16,989,21,7,7,36,14544
856,ZCTA5 14546,3609,47,0,0,0,0,0,0,2,5,11,0,15,36,18,969,109,214,508,378,803,383,82,29,4702,2376,167,62,13,2326,62,81,25,36,14546
857,ZCTA5 14612,25716,263,36,0,33,19,0,49,10,18,133,249,311,363,422,5521,1094,2010,3018,3549,5692,2357,332,237,34116,16849,803,474,373,17267,693,651,127,36,14612
858,ZCTA5 14614,920,0,0,0,0,0,0,0,6,9,43,66,94,130,30,142,160,116,45,27,37,15,0,0,1215,1092,0,30,45,123,0,0,0,36,14614
859,ZCTA5 14004,8986,32,0,0,0,0,16,28,26,33,91,167,227,129,113,2491,518,489,1087,1329,1459,651,65,25,12332,6693,314,165,128,5639,508,134,194,36,14004
860,ZCTA5 14025,2627,13,0,0,0,0,0,0,0,0,0,0,67,39,18,851,41,169,441,299,348,274,47,20,3475,1792,152,84,50,1683,80,41,9,36,14025
861,ZCTA5 14036,3788,23,0,0,0,0,0,0,2,0,37,55,32,99,52,1202,95,300,488,444,678,180,55,46,4836,2413,134,87,74,2423,108,72,89,36,14036
862,ZCTA5 14043,18387,66,0,0,0,0,26,28,2,18,105,44,200,179,229,6389,807,1359,2563,2309,2517,1277,219,50,24538,12076,685,365,294,12462,474,311,174,36,14043
863,ZCTA5 14422,1655,9,0,0,0,0,0,0,0,3,20,20,20,14,26,556,100,129,157,271,233,81,10,0,2221,1022,37,51,26,1199,52,22,13,36,14422
864,ZCTA5 14619,8545,151,0,0,0,26,0,54,17,11,68,165,229,420,228,2154,483,613,1272,1057,860,572,47,118,13642,6253,302,475,228,7389,554,279,133,36,14619
865,ZCTA5 14622,9308,148,10,9,0,0,0,8,0,33,83,41,124,100,123,2432,485,653,928,1275,1743,824,180,72,11939,5817,211,248,119,6122,263,129,50,36,14622
866,ZCTA5 14701,27530,313,3,0,0,10,0,5,70,94,219,465,963,630,602,7741,1743,2424,2842,3903,3382,1798,208,115,39214,19024,1276,801,501,20190,1279,676,511,36,14701
867,ZCTA5 14724,1479,18,0,0,0,0,0,0,0,12,159,9,36,29,23,452,56,137,114,153,152,98,22,9,2405,1243,115,60,27,1162,100,112,45,36,14724
868,ZCTA5 14775,1800,25,0,0,0,0,9,0,0,0,37,53,38,50,43,632,177,190,128,149,209,50,0,10,2545,1360,68,63,38,1185,85,54,34,36,14775
869,ZCTA5 14782,1566,14,0,0,0,0,0,8,0,0,44,39,36,54,34,551,140,84,146,185,115,99,13,4,2270,1116,94,36,15,1154,94,81,41,36,14782
870,ZCTA5 14803,604,6,0,0,0,0,0,0,10,0,0,0,10,4,9,118,10,13,61,97,124,102,7,33,800,465,26,16,10,335,2,19,16,36,14803
871,ZCTA5 14810,8991,62,0,0,0,0,36,3,3,23,153,178,284,274,121,3287,699,555,790,1050,780,582,73,38,12067,5968,279,141,103,6099,386,205,129,36,14810
872,ZCTA5 12131,70,6,0,0,0,0,0,0,0,1,0,2,0,0,0,35,3,3,4,8,4,2,2,0,91,51,0,3,2,40,0,0,0,36,12131
873,ZCTA5 12139,111,0,0,0,0,0,0,0,0,0,0,3,2,3,0,29,1,6,19,13,14,17,4,0,146,81,2,0,0,65,5,0,9,36,12139
874,ZCTA5 12059,1278,0,0,0,0,0,0,0,0,0,4,5,10,25,19,306,82,84,103,158,253,185,25,19,1682,817,65,44,29,865,47,14,7,36,12059
875,ZCTA5 12183,1846,17,0,0,0,0,0,24,0,31,8,0,32,67,0,671,137,88,153,259,253,81,8,17,2592,1341,89,65,51,1251,61,16,10,36,12183
876,ZCTA5 12932,975,10,0,0,0,0,0,0,0,4,34,11,12,21,3,249,32,87,150,105,130,98,20,9,1157,544,21,0,9,613,17,4,5,36,12932
877,ZCTA5 12027,2716,0,0,0,0,0,0,0,0,0,12,0,34,0,7,549,24,100,173,403,792,526,68,28,3887,1818,180,61,27,2069,166,143,10,36,12027
878,ZCTA5 12037,3213,3,0,0,0,0,24,27,0,0,4,70,60,31,67,756,87,283,360,473,473,380,76,39,4257,2110,132,115,56,2147,67,58,69,36,12037
879,ZCTA5 12090,4206,16,0,0,0,0,0,0,43,0,29,78,20,32,50,1516,152,262,604,499,709,179,17,0,6350,3089,284,189,75,3261,266,98,119,36,12090
880,ZCTA5 12093,1148,4,0,0,0,0,0,0,0,15,18,24,22,21,28,322,108,98,164,69,152,85,5,13,1545,815,52,40,9,730,56,41,16,36,12093
881,ZCTA5 12106,1793,12,0,0,0,0,0,0,0,0,13,0,18,16,19,306,38,99,149,210,487,335,68,23,2333,1154,84,25,4,1179,50,68,10,36,12106
882,ZCTA5 12136,627,9,0,0,0,0,0,0,0,0,0,0,13,0,0,85,8,3,72,48,147,211,10,21,732,340,11,2,0,392,2,9,0,36,12136
883,ZCTA5 12144,14882,152,0,0,0,0,24,0,93,26,148,103,307,216,92,3642,642,656,1384,2035,3183,1831,231,117,20205,10083,585,191,162,10122,639,411,90,36,12144
884,ZCTA5 12165,113,0,0,0,0,0,0,0,0,0,0,0,3,0,0,28,0,4,29,2,11,18,3,15,161,74,4,3,0,87,8,4,0,36,12165
885,ZCTA5 12168,1508,23,0,0,0,0,0,0,0,0,12,6,6,19,34,395,77,106,204,263,169,144,28,22,2033,1115,48,52,11,918,34,55,28,36,12168
886,ZCTA5 12175,388,0,0,3,0,0,0,0,4,0,0,6,7,6,8,90,26,7,39,54,80,46,8,4,528,297,8,8,0,231,16,0,25,36,12175
887,ZCTA5 12190,632,2,4,0,0,0,0,0,1,0,1,13,82,1,4,132,35,0,217,61,54,25,0,0,821,461,29,29,0,360,0,24,0,36,12190
888,ZCTA5 12407,161,0,0,0,0,0,0,0,8,0,0,0,0,0,10,45,0,0,35,13,30,19,1,0,165,87,0,0,0,78,0,0,0,36,12407
889,ZCTA5 12489,1024,2,0,0,0,0,0,12,0,0,32,41,42,68,6,234,280,90,119,67,31,0,0,0,1149,975,39,4,0,174,0,0,0,36,12489
890,ZCTA5 12433,450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155,0,8,55,8,89,72,0,63,579,232,0,7,0,347,0,0,0,36,12433
891,ZCTA5 12435,215,0,0,0,0,0,0,0,0,0,0,0,11,0,0,65,24,6,48,30,10,21,0,0,250,157,0,0,0,93,0,0,0,36,12435
892,ZCTA5 12456,689,9,0,0,0,0,0,0,11,0,27,17,9,11,31,207,100,36,72,99,44,16,0,0,1123,635,38,48,22,488,66,21,31,36,12456
893,ZCTA5 12492,130,0,0,0,0,0,0,0,0,0,0,0,0,3,0,59,0,20,14,17,14,3,0,0,140,61,0,0,0,79,0,4,0,36,12492
894,ZCTA5 12494,412,0,0,0,0,0,0,0,0,0,0,0,0,7,0,74,0,43,21,11,155,62,0,39,519,284,25,0,0,235,27,0,0,36,12494
895,ZCTA5 12508,14493,144,0,0,0,4,16,4,113,19,91,222,235,227,239,2937,1107,888,2223,1545,2657,1420,183,207,19825,10041,575,186,176,9784,388,374,280,36,12508
896,ZCTA5 12514,2181,50,0,12,0,0,0,0,0,0,33,20,0,0,5,332,49,133,194,194,647,332,95,85,2807,1448,74,57,20,1359,106,34,19,36,12514
897,ZCTA5 12518,4039,19,0,0,0,0,0,0,0,0,24,21,52,67,7,759,127,198,352,296,1036,806,178,97,5732,2502,220,109,35,3230,256,165,132,36,12518
898,ZCTA5 12521,1211,2,0,0,0,0,0,0,3,0,15,6,0,9,13,398,18,46,162,128,126,223,52,10,1349,724,20,13,7,625,32,0,0,36,12521
899,ZCTA5 12528,9581,130,0,0,0,0,79,43,56,71,48,39,105,148,290,2042,442,642,1149,1098,1866,1034,203,86,12797,6341,290,197,168,6456,467,188,119,36,12528
900,ZCTA5 12529,1992,0,0,0,0,0,7,0,10,6,14,41,53,42,11,619,74,54,117,151,407,238,67,81,2453,1261,78,51,11,1192,27,59,9,36,12529
901,ZCTA5 12531,2196,15,0,0,0,0,0,0,2,0,0,23,9,45,28,558,93,210,209,196,478,314,8,8,3171,1595,40,47,91,1576,74,72,20,36,12531
902,ZCTA5 12577,1194,0,0,0,0,0,0,0,0,0,0,0,0,8,43,150,63,83,294,89,362,92,0,10,1783,885,39,47,22,898,96,34,20,36,12577
903,ZCTA5 12585,602,26,0,0,0,0,0,0,0,12,29,20,21,0,0,70,39,41,56,84,96,44,54,10,879,401,46,9,12,478,40,34,0,36,12585
904,ZCTA5 12586,7910,168,0,8,0,0,12,0,51,0,21,47,40,317,81,2252,373,562,948,891,1057,919,86,77,12246,5823,377,305,171,6423,618,294,178,36,12586
905,ZCTA5 12732,467,5,0,0,0,0,0,0,0,0,0,0,0,0,0,178,22,31,53,65,74,34,0,5,516,235,14,0,3,281,11,0,0,36,12732
906,ZCTA5 12733,814,10,0,0,0,10,0,0,15,0,49,1,38,47,25,208,103,59,167,19,50,11,2,0,1367,881,61,32,15,486,34,6,14,36,12733
907,ZCTA5 12137,1374,0,0,0,0,0,0,0,0,0,14,0,40,0,14,470,70,137,166,127,150,157,5,24,1764,918,142,15,26,846,24,10,29,36,12137
908,ZCTA5 12164,340,0,0,0,0,0,0,13,0,0,2,0,15,2,73,85,13,15,21,61,25,9,1,5,387,168,4,2,0,219,5,2,14,36,12164
909,ZCTA5 12166,835,8,0,0,0,0,0,0,0,0,46,6,15,20,25,287,55,59,85,104,78,43,2,2,1148,572,9,35,5,576,25,24,34,36,12166
910,ZCTA5 12182,9862,176,0,0,0,0,0,0,15,46,64,246,263,190,218,2679,584,786,1236,1363,1339,599,32,26,14432,6768,499,140,193,7664,677,243,113,36,12182
911,ZCTA5 12186,4438,13,0,0,0,0,0,0,3,1,3,7,21,27,14,762,106,196,449,586,1214,688,240,108,6193,3144,159,168,103,3049,124,126,44,36,12186
912,ZCTA5 12189,12860,132,0,0,0,0,11,65,65,68,112,41,280,303,326,2898,579,677,1871,1717,2345,931,253,167,17290,8393,391,187,155,8897,440,142,158,36,12189
913,ZCTA5 12302,19294,227,0,0,19,0,1,21,7,4,54,147,124,113,253,4292,657,1097,2191,2578,4549,2533,205,222,27377,12909,940,534,162,14468,786,412,239,36,12302
914,ZCTA5 12420,230,0,0,0,0,0,0,0,0,0,0,0,0,0,9,35,11,0,17,34,83,41,0,0,242,137,0,0,0,105,0,0,0,36,12420
915,ZCTA5 12439,302,8,0,5,0,0,0,0,0,0,0,0,23,0,0,80,3,14,74,20,27,37,11,0,348,148,0,12,5,200,15,0,0,36,12439
916,ZCTA5 12450,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,13,11,0,14,56,0,0,0,181,98,0,0,12,83,0,0,0,36,12450
917,ZCTA5 14479,108,0,0,0,0,0,0,0,9,0,0,0,7,0,7,52,0,9,18,6,0,0,0,0,115,72,0,7,0,43,0,0,0,36,14479
918,ZCTA5 14486,309,0,0,0,0,0,0,0,0,0,0,0,7,0,0,92,24,35,18,65,51,8,9,0,449,240,8,18,0,209,0,17,3,36,14486
919,ZCTA5 14511,297,0,0,0,0,0,0,0,0,0,0,0,0,17,0,15,15,23,11,30,88,98,0,0,439,210,10,0,13,229,15,0,0,36,14511
920,ZCTA5 14529,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,6,0,0,6,0,0,137,71,0,0,0,66,0,30,0,36,14529
921,ZCTA5 14537,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,7,21,0,30,10,0,0,0,147,68,0,0,0,79,0,0,0,36,14537
922,ZCTA5 14539,71,1,0,0,0,0,0,0,1,0,0,1,0,0,0,29,8,10,6,0,15,0,0,0,90,47,0,0,0,43,0,10,0,36,14539
923,ZCTA5 14542,55,0,0,0,0,0,0,0,0,0,0,0,10,5,0,0,0,0,11,13,11,5,0,0,60,27,5,0,0,33,0,0,0,36,14542
924,ZCTA5 14549,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,4,5,17,4,4,0,5,76,47,0,8,0,29,0,0,0,36,14549
925,ZCTA5 14588,647,17,0,0,0,0,0,7,0,0,32,41,72,104,5,127,140,31,34,11,12,0,14,0,800,688,9,13,9,112,0,18,0,36,14588
926,ZCTA5 14592,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,9,0,19,9,0,0,64,18,0,0,0,46,0,0,0,36,14592
927,ZCTA5 14627,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,11,25,0,0,0,2348,1273,0,27,760,1075,0,45,733,36,14627
928,ZCTA5 14707,112,5,0,0,0,0,0,0,0,0,0,0,0,0,3,30,13,9,20,10,6,16,0,0,129,72,2,0,3,57,4,4,0,36,14707
929,ZCTA5 14720,478,4,0,0,0,0,0,0,0,0,25,6,56,17,0,174,35,17,30,55,42,17,0,0,601,291,19,7,0,310,20,5,5,36,14720
930,ZCTA5 14722,42,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,11,244,125,0,5,64,119,0,0,75,36,14722
931,ZCTA5 13811,2839,2,0,0,0,0,0,0,0,0,18,21,54,43,93,935,229,189,261,316,369,290,19,0,4243,2302,292,85,87,1941,137,103,17,36,13811
932,ZCTA5 13856,4281,22,0,0,0,0,0,0,0,0,124,72,98,104,64,1769,263,128,440,358,461,311,56,11,6089,3063,208,161,6,3026,301,116,46,36,13856
933,ZCTA5 13904,7008,82,0,0,0,10,0,18,88,16,122,107,203,247,101,1678,562,597,824,1029,939,342,20,23,10347,5076,302,178,132,5271,328,218,84,36,13904
934,ZCTA5 13607,1060,0,0,0,0,0,0,6,0,2,2,8,12,10,8,316,24,78,165,146,159,112,3,9,1322,673,26,27,10,649,45,26,9,36,13607
935,ZCTA5 13616,1026,24,0,0,0,0,0,0,0,0,0,0,24,0,14,557,35,26,59,82,130,75,0,0,1722,809,82,61,0,913,90,50,20,36,13616
936,ZCTA5 13637,2592,45,0,0,0,0,0,0,0,0,0,6,69,33,19,530,175,264,476,268,556,93,17,0,4318,2331,73,39,16,1987,118,62,92,36,13637
937,ZCTA5 13665,631,17,0,3,0,0,0,0,0,12,23,0,47,38,0,240,52,20,98,44,27,5,5,0,728,421,21,12,11,307,29,2,0,36,13665
938,ZCTA5 13680,914,13,0,3,0,0,0,0,0,0,109,12,27,36,20,213,67,56,66,150,50,88,2,2,1702,820,79,57,32,882,147,60,34,36,13680
939,ZCTA5 13681,659,0,0,0,0,0,0,0,0,6,14,6,46,17,17,304,52,29,36,58,57,16,1,0,1053,507,38,3,12,546,57,35,0,36,13681
940,ZCTA5 13687,342,5,0,0,0,0,0,0,0,0,0,3,16,2,0,80,30,3,42,21,82,55,0,3,418,217,4,4,0,201,4,5,2,36,13687
941,ZCTA5 13734,1275,0,0,0,0,0,0,0,0,0,0,11,61,18,122,569,41,15,159,130,61,69,19,0,1817,862,0,73,21,955,54,27,41,36,13734
942,ZCTA5 13757,988,0,0,0,0,0,0,0,0,0,0,36,21,40,35,248,36,55,120,140,135,110,9,3,1338,653,9,11,0,685,44,30,0,36,13757
943,ZCTA5 13820,12084,66,0,8,8,0,0,0,17,20,45,130,126,165,291,2510,580,794,1572,1375,2207,1477,252,432,22070,10014,526,170,1232,12056,384,343,1737,36,13820
944,ZCTA5 13832,426,0,0,0,0,0,0,0,0,0,9,15,25,22,2,168,28,35,34,40,32,8,0,8,576,306,26,25,0,270,21,9,5,36,13832
945,ZCTA5 13835,835,11,0,0,0,0,0,0,2,9,22,20,54,15,12,277,55,30,77,94,81,42,18,16,1132,550,17,47,9,582,56,19,15,36,13835
946,ZCTA5 13839,883,31,0,0,0,0,0,0,0,4,0,6,0,8,3,474,47,38,110,49,35,69,6,3,1171,619,41,4,4,552,47,20,0,36,13839
947,ZCTA5 13740,412,1,0,0,0,0,0,0,0,2,0,6,0,4,10,69,27,12,34,87,76,57,18,9,515,264,14,4,4,251,9,14,4,36,13740
948,ZCTA5 13783,1915,11,0,0,0,0,0,0,0,0,8,72,24,80,15,714,152,141,192,229,140,121,3,13,2634,1363,113,64,52,1271,55,61,7,36,13783
949,ZCTA5 13801,1055,30,0,0,0,1,0,0,2,13,9,20,36,59,24,371,123,38,78,84,92,58,10,7,1428,800,60,39,36,628,25,33,10,36,13801
950,ZCTA5 13633,221,7,0,0,0,0,0,0,0,0,4,0,0,0,6,73,8,23,29,30,26,15,0,0,306,184,28,19,0,122,4,0,2,36,13633
951,ZCTA5 13646,1575,0,0,0,0,0,0,0,18,0,42,70,43,47,44,509,75,122,149,159,150,132,10,5,2014,1017,64,21,6,997,33,50,21,36,13646
952,ZCTA5 13648,1526,8,0,0,0,0,0,0,2,14,17,32,20,72,21,557,84,125,121,212,155,66,13,2,2121,1079,70,36,15,1042,101,38,21,36,13648
953,ZCTA5 13661,1009,0,0,0,0,0,0,0,0,1,11,14,20,13,4,320,60,48,92,130,180,91,5,8,1521,724,47,25,15,797,25,43,22,36,13661
954,ZCTA5 13736,1534,8,0,0,0,3,0,0,3,4,20,15,18,38,21,572,155,179,120,140,165,58,12,3,2283,1110,55,58,19,1173,61,47,33,36,13736
955,ZCTA5 13739,650,17,0,5,0,0,0,0,0,0,0,10,22,15,7,146,35,31,70,111,115,52,3,3,752,359,10,10,6,393,3,1,0,36,13739
956,ZCTA5 13750,755,3,0,0,0,0,0,0,0,12,0,15,44,0,7,251,65,55,79,82,77,44,21,0,918,493,14,3,27,425,0,0,0,36,13750
957,ZCTA5 13778,4003,44,0,0,0,0,0,0,0,0,34,17,44,33,43,1210,160,448,417,598,422,467,31,35,5486,2655,201,140,14,2831,188,88,50,36,13778
958,ZCTA5 13782,576,2,0,0,0,0,0,0,0,3,9,8,3,0,17,193,35,17,58,88,63,62,6,12,777,362,35,12,34,415,6,7,0,36,13782
959,ZCTA5 13838,2718,11,0,13,0,0,0,0,0,0,67,24,98,72,103,779,315,204,240,366,321,87,0,18,4099,2212,133,157,6,1887,160,40,58,36,13838
960,ZCTA5 13864,680,0,0,0,0,0,0,0,0,0,0,0,27,0,0,228,89,17,79,71,80,89,0,0,880,461,0,0,29,419,0,23,32,36,13864
961,ZCTA5 13029,4864,36,0,0,0,0,0,0,0,0,0,13,0,48,199,1174,112,251,628,792,1014,516,37,44,7168,3501,186,178,65,3667,243,136,35,36,13029
962,ZCTA5 13032,8599,88,0,0,0,0,0,1,37,23,96,101,160,134,145,2978,564,529,1048,1068,856,685,63,23,12208,5966,287,237,159,6242,338,229,50,36,13032
963,ZCTA5 13068,3739,0,0,0,0,0,3,0,0,12,5,21,58,35,3,671,213,204,454,401,802,568,134,155,5231,2617,175,146,99,2614,148,91,67,36,13068
964,ZCTA5 13080,2297,13,0,0,0,0,0,3,0,0,20,11,32,78,82,530,200,129,249,319,460,163,8,0,3210,1503,71,68,21,1707,78,59,112,36,13080
965,ZCTA5 13088,16819,149,0,0,0,0,57,16,17,13,111,166,188,123,350,4019,633,1173,1932,2220,3440,1787,264,142,21917,10018,583,243,126,11899,628,213,156,36,13088
966,ZCTA5 13112,1289,0,0,0,0,0,0,0,0,0,11,9,41,18,6,420,132,96,164,153,109,98,12,20,1673,873,46,50,7,800,34,33,19,36,13112
967,ZCTA5 13606,1871,4,0,0,0,0,0,0,11,15,0,17,54,69,0,625,80,149,133,269,275,111,59,0,2512,1291,150,7,0,1221,98,72,42,36,13606
968,ZCTA5 13452,3273,24,0,0,0,0,3,0,11,15,75,73,130,108,62,1083,201,235,381,479,258,107,10,9,4618,2304,148,70,48,2314,110,95,27,36,13452
969,ZCTA5 13470,453,22,0,0,0,0,0,0,0,0,7,20,23,14,7,138,24,18,73,35,29,33,10,0,517,277,2,8,0,240,2,3,1,36,13470
970,ZCTA5 13485,742,11,0,0,0,0,0,0,0,0,4,20,18,27,11,301,15,52,72,121,58,28,0,4,1029,536,54,23,8,493,33,13,4,36,13485
971,ZCTA5 13612,1759,0,0,0,0,0,0,0,0,1,8,2,6,12,23,525,106,157,187,252,314,128,33,5,2386,1251,44,50,29,1135,98,40,3,36,13612
972,ZCTA5 13402,1214,0,0,0,0,0,0,0,0,7,0,0,9,23,12,514,14,68,81,192,175,100,0,19,1659,1086,28,13,0,573,20,9,4,36,13402
973,ZCTA5 13420,779,24,0,0,0,0,0,0,0,0,7,0,0,0,0,282,29,39,127,20,117,114,20,0,864,413,13,12,0,451,0,25,0,36,13420
974,ZCTA5 13602,634,7,0,0,0,0,0,0,0,0,0,0,0,0,0,123,7,150,194,61,84,8,0,0,3968,3550,21,8,548,418,34,0,47,36,13602
975,ZCTA5 13635,776,8,0,0,0,0,0,0,0,0,3,8,25,23,9,300,72,35,74,108,79,31,1,0,1210,596,40,27,15,614,40,32,9,36,13635
976,ZCTA5 12304,15631,450,0,0,0,9,15,88,47,7,291,266,517,331,344,4172,995,827,1747,2100,2279,919,57,104,22230,10924,520,488,312,11306,499,429,169,36,12304
977,ZCTA5 12308,9440,196,13,0,0,37,103,5,34,0,189,32,120,176,211,2502,605,387,889,1103,1810,715,102,206,14699,6874,277,137,579,7825,316,239,490,36,12308
978,ZCTA5 12440,1704,0,0,0,0,0,0,0,0,7,0,9,25,14,35,251,218,131,227,144,265,271,63,12,1997,972,25,30,1,1025,16,21,7,36,12440
979,ZCTA5 12460,244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167,7,23,6,7,10,17,7,0,416,162,0,14,14,254,40,13,53,36,12460
980,ZCTA5 12481,1222,0,0,0,0,0,0,0,27,0,0,26,0,51,24,120,144,69,126,207,262,156,0,10,1650,874,65,51,88,776,30,37,50,36,12481
981,ZCTA5 12482,159,0,0,0,0,0,0,0,0,0,0,0,0,19,24,84,24,0,0,8,0,0,0,0,196,84,0,0,0,112,0,0,0,36,12482
982,ZCTA5 12491,1073,6,0,0,0,0,0,1,0,0,0,0,8,9,0,209,49,128,60,116,168,278,40,1,1478,702,45,15,42,776,12,16,10,36,12491
983,ZCTA5 12517,361,0,0,0,0,0,0,0,0,0,0,0,0,8,0,211,0,0,66,10,48,18,0,0,501,307,24,0,0,194,0,8,0,36,12517
984,ZCTA5 12563,6117,26,0,0,0,0,22,22,32,34,33,49,80,35,83,2077,192,257,828,422,1344,449,97,20,8431,4363,284,157,117,4068,281,110,186,36,12563
985,ZCTA5 12564,5189,46,0,0,0,0,18,27,56,7,23,98,11,86,72,1419,158,243,541,475,1192,564,120,17,7549,3761,289,146,168,3788,170,208,61,36,12564
986,ZCTA5 12581,1666,0,0,0,0,0,0,0,17,0,7,0,0,51,42,239,52,113,216,331,290,215,71,22,2358,1241,41,135,1,1117,51,8,52,36,12581
987,ZCTA5 12590,25516,404,0,0,0,57,37,57,128,107,132,230,171,346,592,5842,1069,1711,3058,2814,5020,3000,353,371,34910,17467,1066,822,382,17443,1049,520,166,36,12590
988,ZCTA5 12742,94,0,0,0,0,0,0,3,0,0,0,0,0,0,0,39,6,0,6,21,8,11,0,0,102,41,0,0,0,61,0,0,0,36,12742
989,ZCTA5 12776,1676,23,0,0,0,0,0,7,3,0,21,18,7,62,21,468,111,35,120,153,254,291,46,36,2078,1128,43,61,4,950,55,48,11,36,12776
990,ZCTA5 11793,21445,261,0,11,0,7,0,49,41,13,63,90,92,82,127,4707,334,1117,2161,2241,5844,3524,426,213,30643,14866,734,887,551,15777,1131,598,145,36,11793
991,ZCTA5 11801,29145,581,0,10,0,0,0,57,34,332,211,90,418,185,553,7501,730,1592,2993,2863,7101,3117,548,226,40288,20414,1073,756,373,19874,897,504,658,36,11801
992,ZCTA5 11933,5693,130,0,0,0,0,0,61,50,6,0,20,157,46,94,1473,286,584,837,650,589,586,85,39,7342,3545,342,185,42,3797,89,179,51,36,11933
993,ZCTA5 11939,857,11,0,0,0,0,0,7,5,11,0,0,3,15,2,216,21,56,123,69,167,125,12,14,999,451,7,15,7,548,16,19,6,36,11939
994,ZCTA5 11946,11405,237,0,7,0,0,80,116,192,0,32,163,64,107,205,3248,258,787,1078,887,2225,1262,293,164,15453,7699,305,316,195,7754,360,210,254,36,11946
995,ZCTA5 11960,603,0,0,0,0,0,0,0,0,0,0,0,0,0,8,106,0,0,52,145,141,105,46,0,706,352,0,10,0,354,11,0,0,36,11960
996,ZCTA5 11963,5248,28,0,0,0,0,0,0,17,0,27,3,16,50,47,1097,119,324,335,290,1608,1010,193,84,7161,3533,219,86,61,3628,212,65,23,36,11963
997,ZCTA5 11971,4724,51,0,0,0,76,0,0,0,0,0,83,0,10,53,1002,60,250,774,401,1149,519,237,59,6026,2999,189,157,30,3027,119,141,0,36,11971
998,ZCTA5 11975,195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2,0,36,11,71,34,29,0,272,144,0,0,0,128,8,0,3,36,11975
999,ZCTA5 11509,1493,6,0,0,0,2,0,0,10,0,4,3,0,0,21,240,17,84,167,97,463,210,148,21,1920,966,96,57,0,954,16,25,21,36,11509
1000,ZCTA5 11552,16555,327,0,0,10,21,26,56,184,42,48,186,87,222,205,3925,372,712,2080,1523,3555,2217,530,215,24908,12629,1083,660,302,12279,759,590,333,36,11552
1001,ZCTA5 11375,56485,905,23,15,21,58,42,50,220,151,441,123,259,267,905,7003,1025,1822,4527,3536,18087,11480,3519,1933,73034,33967,1257,685,352,39067,1598,626,448,36,11375
1002,ZCTA5 11420,33796,1080,40,27,47,49,284,500,624,229,690,702,551,489,2517,8820,1983,1106,4548,2410,4939,1546,229,117,47470,23610,1511,994,610,23860,1088,760,522,36,11420
1003,ZCTA5 11435,42049,1302,17,36,150,116,523,837,1086,356,902,709,1124,822,1246,5682,3862,1811,5887,3443,8232,2918,392,199,59605,29763,1674,1051,536,29842,1371,866,682,36,11435
1004,ZCTA5 12786,344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,0,19,60,0,107,21,11,11,354,168,0,0,0,186,10,0,0,36,12786
1005,ZCTA5 12790,3082,6,0,0,0,0,14,11,17,0,0,78,18,70,19,817,179,218,428,243,650,226,54,34,4058,2008,134,36,46,2050,59,84,58,36,12790
1006,ZCTA5 12801,10282,119,0,0,0,0,4,8,14,27,56,114,189,208,241,2764,577,616,1301,1043,1647,1073,210,63,14358,6914,514,261,59,7444,470,212,145,36,12801
1007,ZCTA5 12816,3275,72,0,0,0,0,0,0,20,8,55,56,25,46,75,855,190,197,308,327,538,409,45,49,4371,2139,163,78,16,2232,156,58,37,36,12816
1008,ZCTA5 12828,6892,96,0,0,0,0,0,27,14,23,38,72,176,195,113,2227,403,500,827,865,833,439,44,0,9481,4704,202,105,193,4777,270,178,91,36,12828
1009,ZCTA5 12305,3804,71,0,0,0,0,0,0,4,4,32,51,201,177,58,688,304,330,406,448,550,347,72,35,5519,3155,61,12,165,2364,44,0,197,36,12305
1010,ZCTA5 12406,678,12,0,0,0,0,0,0,0,0,5,44,13,11,2,275,10,66,58,58,87,24,13,0,947,495,39,12,0,452,34,0,0,36,12406
1011,ZCTA5 12421,236,0,0,0,0,0,0,0,0,0,0,6,5,55,7,39,18,5,28,0,32,29,0,12,236,118,0,0,0,118,0,0,0,36,12421
1012,ZCTA5 12428,4644,55,0,0,0,0,57,75,90,0,83,118,140,200,79,1317,224,326,573,414,474,254,62,103,6885,3523,326,150,109,3362,118,307,55,36,12428
